text	label
You dae craz ogun kill your papa	offensive
U be mumu.	offensive
Oloriburuku omole olodo and u still dey r.p.e okpekes	offensive
I strongly condemn the attacks on Olumide and his team. I have repeatedly called on Governor  @jidesanwoolu  to call his supporters to order. I take his silence to mean he approves the violence.   Make no mistake, we will win on Saturday, and the perpetrators of this violence will be prosecuted to the full extent of the law.”	normal
Lol another opportunist	offensive
Sanwoolu is hypocrisy, hypocrisy is sanwoolu	offensive
Go to Alaba international, Trade fair,Ladikpo and every other places there's market in Lagos. You know that the few Yorubas on your side can not win you this election. So create awareness to the Igbos. Unless you're deliberately avoiding the Igbos for reasons best known to you.	normal
Alimosho remains a prominent area that has determined the formation of government in Lagos state since its creation due to it’s vast population.	normal
Don’t delete this later o. Ode	offensive
You're a failure. You can never make it in Yoruba land with your evil agenda to degenerate Yoruba on our land. Your political carrier is dead. So do your job , make money and feed your family ( that's if you're not gay) I'm peace. Ire ooo	offensive
You are a thief and a murderer. You Jide Sanwo-Olu	offensive
How can we take a thief like you serious	offensive
LAGOSIANS all these attacks from the APC is simply because I can't be bought, cannot be bribed and because they have nothing to offer, they can only spin tribalism and propaganda... If a government has done well, they will not need to suppress votes or threaten people. #ourlagos	normal
Camera man, shut up	offensive
Your mission is to establish an  IPOB base in Yoruba land. Only an omo ale yoruba will vote for you.	offensive
Today, we continued our drive to make the learning environment conducive for our children with a virtual commissioning of expanded infrastructure in our public schools.  With the addition of newly built 150 blocks of classrooms and 1,386-bed hostels to 15 existing schools…  1/4	normal
After killing Lagosians ??? Its only a moron that will think we will come out and vote for you. You will only get the Votes from your stupid party members not Lagosians.	offensive
Lol. Very soon after you lose the election you’ll go prostrate for your master. BAT	offensive
Because we support Peter obi na him make we support you wey bo fit pronounce EKO  , shey Una Dey even craze ni	offensive
Lagos Arise!!!  When there are very deep rooted structures of criminality, nothing is easy but we will take back our State.  Èkó E dìde!!  ~ GRV.	normal
Today, at the 16th annual Town Hall meeting organised by  @followlsstf , we took stock of the security situation of the state.   I am happy to say that for the 3rd consecutive year, Lagos has recorded no single case of armed robbery attacks on banks & other financial institutions.	normal
Oniro!  Yorubas respect ALL THEIR ELDERS irrespective of what they do, those older will now call whoever to order!  Don’t be silly because of politics!	offensive
Tufiakwa to House boy	offensive
This guy sounds so disrespectful and rude...don't vote for him, a word is enough for the wise	offensive
I understand your cynicism, because Nigerian politicians & the system have failed us repeatedly, but I tell you today I have a heart for the people. I was also protesting out there with the good people of Lagos during End Sars.   I was with you all, & I am still with you all  https://twitter.com/AbiodunSanusi01/status/1630482924494528514	normal
Your principal is in support of the sufferings. Lagosians know you can’t be trusted. Go and join your IPOB brothers. You saboteur!	offensive
You guys have succeeded in dividing the small love & unity the youth has with your tribal politics, are you happy now ? Even if you are happy, GOD WILL JUGDE YOU ALL!!!	offensive
Oga sharap	offensive
A very big thank you to the management and staff of LASEMA for always rising up to the occasion, for always being prompt when answering the call of duty, and for putting the welfare of citizens above theirs at all times.4/4	normal
My father died because of his vehicle you seized and later auctioned, he borrowed the money to buy that car for commercial purpose, I have forgiven you but you have to pay that money back to us if not, I'll keep mobilizing more people to vote against you	offensive
Ori e loburu	offensive
The facts speak for themselves and you can find them on http://sanwooluhamzat.org.  I am proud of what we have achieved but there is still much work to be done. I remain committed to serving the people of Lagos and ensuring that we leave a lasting legacy for generations to come.	normal
Today, I again restated my commitment to making Lagos a business-friendly environment at the opening session of the EU-Nigeria Forum.  Our administration will be relentless in pursuing initiatives that seek to improve the ease of doing business; thereby making the business…1/2	normal
dis evil does not happen	normal
Stop playing the emotional victim card bro...it's too late for that now...pple can see your posters & banners everywhere in Lagos...channel more of ur energy in swinging votes from PDP stronghold to ur party, you crying over posters 2weeks to elections is very childish oga	offensive
Lagos will be better. It’s time!!!	normal
I have and always will stand on the side of the people. #obidients #ourlagos #itsPOssible...	normal
Human sacrifices you made on Election Day….	offensive
sir do something about OSHODI BRT TERMINAL, they're lacking BRT BUSES, people need to be on a very long queue for hours, before they board.	normal
God bless Lagos State Government under Dr Babajide Olushola Sanwo-olu Ph.D and Deputy Governor Dr Kadir Obafemi Hamsat	normal
Please prepare your swearing-in speech. We are coming to deliver you. We are Obidient.	normal
Mad man	offensive
May God heal our land apc people has have loose confidence from national to the state level jeopardize the whole system.	normal
Werey Omo igbo	offensive
Opportunist	offensive
Dear Lagosians,   We have seen emotions arise across the country and in our melting pot, Lagos.   I acknowledge these feelings because this is the beauty of true democracy—we all have different views.   However, we accommodate those differing views thoughtfully and peacefully.	normal
Ore wa.. my friend,  pls go and start from councillor cos you've got no experience to govern Lagos.	offensive
Heavenly God have rejected you and peter Obi and all your useless Biafrans that you want to hand Lagos over to, oloriburuku somebody	offensive
Don't take it at all o	normal
Very childish post…	offensive
SUG governor, e kaaro sir...	offensive
Very unserious candidate. You are still collating data when your mates are already heading to court…? You are just like your predecessors (Jimmy agbaje) and I feel you will end up like him. Lagos governorship candidates must be smart and twice ahead of others.. you too dull oga	offensive
When I visited members of the Akere MotorParts & Allied Dealers Association Market in Ajegunle as part of our 265 ward campaign tour, I was impressed with how much structure and innovation these men and women had managed to inject into their informal business.	normal
I invite you all to come on board and join the struggle for a truly independent Lagos as we build a movement that will set Lagos free through the ballot box next year. Let’s all join hands to build the Lagos of our dreams.	normal
THUG	offensive
Scammer !	offensive
You are going down	offensive
D ones u forced out to march..Mumu ma	offensive
Y’all have no heart and too blind to see the real reason why she cry..this country called Nigeria have been damaged by all you corrupt old politicians….I’m proud to be a Nigerian…I wish y’all can come back to your right sense and make us great..	offensive
… responsibility they have to make their influence felt in how Lagos state is governed.   I have no doubts about my decision, and no reservations about responding to genuine discourse about our campaign & how Funke fits into my vision for Lagos state.	normal
Loser	offensive
Animalistic behaviour by sponsored APC thugs.  Very shameful.	offensive
Eko oni baje	normal
The John Randle Center is near completion, and will be commissioned soon.   A Greater Lagos is indeed rising.	normal
Are you ppl not ashamed of this narrative in covering up your shame?  All these lies won't help you, better you people know and accept your fate of defeat than all these useless lies	offensive
I love the part of defending ourselves by any means neccessary. Enough of their bull.shit.	offensive
Let’s walk this talk, let’s make it happen. With your support, I have no doubt APC will be victorious.  Thank you all once again, and God bless you.	normal
Bird of the same feather , useless liars obidients.	offensive
Continue... Your predecessors lost using the same senseless scheme	offensive
Omo ole	offensive
I alongside my co-chairman of the APC National Campaign Council, Gov. Umar Abdullahi Ganduje with some APC leaders, joined Gov. Adegboyega Oyetola, the APC flag bearer in the forthcoming Osun state election, to officially receive the APC flag from H.E President  @MBuhari  .	normal
Oga you’re a cameraman, yes or no??  can you imagine???! Bludy Cameraman	offensive
Abeg gettat	offensive
the most clueless governor in the country	offensive
Anyone that talk bad about any of these projects are mad, big fools and without sense. Please leave Lagos all ye foriegners go and fight the governor in your original state to do basic project. All you see is evil. Because ur life is evil.   Mr Governor ride on. 2023 a done deal.	offensive
Werey opportunist na every 1hr you they tweet now, if you like they tweet every second, you can never smell it.	offensive
Baller	normal
After seeing how bandits were  beating those abuja to kaduna train victims they kidnapped  Anyone one supporting APC is not human	offensive
She has also taught us to work hard and persevere knowing that success is a natural result from commitment to a goal.   On behalf of the people of Lagos, I congratulate Tobi for bringing honor to herself & to millions who will be inspired today because she dared to be different.	normal
Today, the PDP governorship campaign came to the people of Epe LGA. Many believe that Epe will be the next frontier of development in Lagos.   There is a lot of anxiety that the mistakes that were made in Bar Beach, Otodo Gbame and Tarkwa Bay will ….	normal
Shame on you	offensive
A supporter told me that I am the most interviewed Lagos State Governorship Candidate in this 2023 elections.  I told him that I’m interviewing for a job and I have to be available to answer your questions.  I take my job seriously, lives depend on it.  Èkó E dìde!!  ~ GRV.	normal
May Thunder strike anyone rooting for APC . Nope I’ll not be sorry for my choice of words henceforth	offensive
The gesture of HRM Oba Josiah Ilemobade Aina to support our efforts to improve access to quality education with the donation of this lecture hall is an act that is worthy of emulation, and we thank him.  Lagos, as a city with a high population of young people, was being…  2/4	normal
We realize that this industry is one of the highest employers of labour. The veterans and practitioners have continued to provide succour and a means of livelihood to a lot of citizens. More importantly, they give freshness to our lives through their stories.  2/3	normal
May you be defeated in the election... Amin	offensive
Pretender	offensive
Government na scam	offensive
The tribunal’s mandate positions it as a central organ to ensure peace and harmony in the process and procedures for succession into traditional stools within the State.  6/6	normal
I would therefore congratulate the organizers of this prestigious awards, especially Ayo Animashaun for pulling such a feat.  Big congratulations to all the nominees and eventual winners of the awards in the different categories. You’re all winners, and we salute you all.	normal
Mumu man like you. Who loves you	offensive
BT u dey fuck up....dis flood only happend wth 3hrs ok n agege n iyana ipaja and its bcoz of d rain... American as a develop country got a serious flood and wat happend?....get a better tactics to campaign...PDP is dead on arrival	offensive
Babajide sanwoolu  you are a disgrace as a governor you boys want to threaten the market people why forcing them to attend your campaign rally why	offensive
Weyrey	offensive
Kini werey wi	offensive
Stfo Go contest for your Igbo state Dimwit	offensive
Good one from our Governor,man of the masses	normal
Thief	offensive
I attended a meeting of the NGF today where issues of importance affecting the lives of Nigerians were deliberated.  We reveiwed the launch of the Primary Healthcare Leadership Fund and the launch of the SFTAS state charter in the face of prevailing global economic headwinds.	normal
Alaye shut up.. Olofooo	offensive
This is a laudable work done.  But the plans for sustainability and maintenance should start now sir.	normal
Mumu formal governorship aspirant … Anambra needs you more than anything … even Ikeja that you claimed to be your constituency vote you out …	offensive
Osun State people showed their full support to our party and our leader, Asiwaju Bola Ahmed Tinubu  @officialABAT  as the campaign train stopped in Osogbo to receive the message of Renewed Hope and a better Nigeria.	normal
This week, I paid a courtesy visit to His Imperial Majesty, the Ooni of Ife, Oba Adeyeye Enitan Ogunwusi, the custodian of Yoruba culture.	normal
Failure	offensive
Oro festival WON’T affect Saturday Elections, our esteemed Oba Elegushi has clarified, we thank him for this.  Lagosians you have NOTHING to fear, come out and VOTE !   It takes place from 12-5.30 AM. Voting begins by 8am.   Vote LP , You can do it, We can do it  Èkó E dìde!!	normal
Madness...... Nonsensical nonsense in the highest order	offensive
Muslim Muslim Ticket, Northern Muslim to Northern Muslim transition. For a country with a tight, if not tense, cultural/religious sphere, these are both mindless tickets by power-drunk gluttons. Nig must unite and throw them to the gutters.	offensive
SUG BOY GO AND REST… It’s not your time SANWO OLU FOR SECOND TERM	offensive
You de ment, whose entertainment industry. Oloriburuku	offensive
Pls Mr Gov , your NGF should impress it on PMB to ensure that our university reopen , a worst time for the educational development of this nation	normal
Learner boy	offensive
Ask your yarnsh	offensive
Sanwo-Olu the Killer	offensive
Governor Isonu... A failure from onset still wanna keep failing but it is not possible!!!  Keep enjoying your stay as it last, while we shall endure ur bad governance while it last as well.	offensive
Charlatans	offensive
I am so sorry but what exactly would you have done differently? Why not tell us? Is the Police not involve in this case or was the crime committed by Sanwoolu personally?  It is shameful to use other people's misfortune to promote your own gutter political aspiration.	offensive
Educative moment sir.	normal
You and funke are deceiving yourselves  A serial betrayal like you that can't stand on his word  What was your agreement with chief Bode George about Gbadebo Vivour Rhodes? And why did he Gbadebo left PDP for LP?	offensive
Dey play. U no go smell am. You better go queue for chairmanship under APC	offensive
Apart from Tinubu built Lagos.  Lagos is very developed.   Lagos has good roads.  Lagos has the best infrastructure in Nigeria.  What other lies have APC told about Lagos?  Èkó E dìde!! Vote LP!  ~ GRV.	normal
U be werey.  Why not relocate to anambra?	offensive
Well done Gov. Kindly remember that security is the most important issue. Without security, all other issues comes to nil. Wishing you the best	normal
You are going to lose heavily and your yansh will open big time continue deceiving yourself with Molly	offensive
Ole oloju kokoro, atoko wa baleje. This your covetous will kee you. The good things in Lagos enter your eye	offensive
JanDULL.... Iro pa e!!!	offensive
It won’t be well with you bastad	offensive
APAPA We will bring criminal charges against each of these officials, it is only when these people start going to Jail that they will stop all this. We have our results. Thank God for the massive turn out and our results from the PU show we won. #obidients	offensive
You won’t still win so pathetic	offensive
In the light of this, I am convinced beyond any doubt that the results being released by INEC do not represent the wishes of majority of peaceful Lagosians.  More so the results from our field agents and situation room indicated that we won this election.	normal
This guy is empty.	offensive
Today, I join family, friends, associates, leaders and members of the APC to congratulate Senator Kashim Shettima, the running mate to our National Leader and presidential candidate, Asiwaju Bola Tinubu on his 56th birthday.  1/6	normal
Lie lie they collapsed for Obi. SPV people and fake news	offensive
… Lagos state campaign team was on ground to welcome us as well as other notable figures in the Igbo community in Lagos.	normal
I know a lot of us are reeling from the violence of the March 18th elections, the vile rhetoric leading up to it and are all still dealing with the consequences of it, but there’s no better time to reach out to the Bus drivers, market women & informal sector. They suffer too.	normal
Keep decieiving yourself they forgot about the OPC massacre of Arewa in Lagos, the same OPC Tinubu is currently in bed with! As a blood letter it’s no surprise he associates unashamedly with other murdered and tribal bigots!	offensive
You are presenting carcass to us a a candidate...you are a wicked man	offensive
Sanwo and his godfather set of confused persons	offensive
Camera man. It seems crazy don enter your	offensive
Abeg that puppet sanwolu come?	offensive
He's a serial loser as a contestant.. He should consider contesting for a councilor in his Local Government	offensive
We have been electing criminals that's why	offensive
You are very wicked with Tinubu. Your days will be full of sorrow	offensive
Jide werey! You think igbos votes can make you governor? You are just wasting your time and little resources. Go and ask oga Agbaje. You and your obidiots will fail woefully	offensive
He's nothing but a failure	offensive
My deputy  @drobafemihamzat  & I hold forth a report card of service to the people with proof that is beyond mere words, cutting across every sector in our #THEMES agenda as we promised to build #ForAGreaterLagos in our first term.   Now we say a Greater Lagos is Rising	normal
A very proactive governor. One of the very  best.	normal
Shameless man	offensive
Chinedu you are nothing but a fraud. Oju e lo ri ete e o ni ba	offensive
Lagosians, I’m live on on City 105.1 FM Now. Today Sunday February 12, 2023.  Kindly tune in…  Èkó E dìde!!  ~ GRV.	normal
U are a great man our governor.	normal
You're not working for the interest of lagos State, but recruiting NRTW committees for INEC logistics and vote hijacking. Do you guys even teach your children how to lie.?	offensive
We should be praying for the foolishness of our political class,God punish them all.	offensive
Repeat after me, it’s over for Tinubu!	offensive
Yahoo boy	offensive
I also took the opportunity to share the benefits of good governance reaped by the state in Education, Transportation and Health, amongst others.   I reassured them that these programmes are aimed at improving the lives of residents, regardless of income and status.  3/3	normal
Múmú man	offensive
Ode	offensive
Excellency, thanks for your magnanimity to assist Mr Henry NWOSU former Super Eagles capt, health challenges. God bless you.	normal
Lori iro	offensive
Boyboy	offensive
U just come from nowhere say u wan be our governor.... U never know anything	offensive
Yeye	offensive
Members of the Legislative council in 1914 in Gov Bourdillons government L-R Hon Adeyemo Alakija , Hon S.B Rhodes (the first Nigerian admitted in to the Privy council.) The APC propaganda machine cannot wash away this pedigree no matter how hard they try. #omoekopataki #ourlagos	normal
After all the lies. LAGOSIANS have pass that level Mr  Governor.  People like you in developed state across the globe steps down due to their failure in leadership office. But here power is like life to many of you	offensive
Agab rigger origirigr	offensive
Sanwo olu is Thiefnubu slave. He can't make a decision without consulting Thiefnubu. Vote him out lagosians, vote labour party	offensive
APC is a fail party	offensive
… of all our uniform men and women who work day and night to keep us safe and who work extremely hard to protect the territorial integrity of our dear country.  We make a solemn pledge again today that their sacrifice and labour will not be in vain.	normal
This one na mad man oo,$150m na #150m abi..dey play	offensive
Ramadan is a time of reflection and purity. As we fast and pray, let us be our brothers keeper and extend a hand of kindness to those in need.   May this holy month bring you closer to Allah and strengthen your faith in him.   Wishing all our Muslim brothers and sisters in Lagos State a peaceful and blessed Ramadan.   Ramadan Kareem.	normal
Pls go and collect your PVC, elections don't won by crowd, Peter Obi the way forward.	normal
GRV for governor	normal
Hahaha. Oga stop clowning around.	offensive
Oloriburuku Chinedu, go back to Biafra land and govern your state, we will never allow an Ipob apologist rule our state!  Whatever it takes, you’ll never govern our dear Lagos!	offensive
On party matters, we told the president about governors seeking a second term and what we are doing to build the necessary momentum and harmony our party needs to win the next elections.	normal
2/3 This scares the hell out of the political status quo. That's why two-weeks after the election, their propaganda machine is on overdrive with attempts at character assassination. They have realised we are not only the NOW, we are the FUTURE. #ObiDients #ourlagos	normal
Continue your good work, your Excellency. I cherish it, may you richly be rewarded and blessed.	normal
Dear mumu governor babajide sanwo olu, we don’t ask you to congratulate temsbaby for us…. Face your front…	offensive
You are a loser, so don't say God and prayers, you are evil personified.	offensive
…capacities made him the right choice as the APC VP candidate in the 2023 presidential poll.  On this occasion of his 56th birthday, I wish ‘our incoming Vice President’ by the grace of God, good health and wisdom, as he continues to render more services to our country.  6/6	normal
Security and safety of Lagosians is very important.	normal
Once a thief, always a thief...	offensive
My second term will be an even more inclusive and engaging pact with my people. I want to hear you, see you and walk with you. My pledge to work tirelessly has begun and no part of the state will be left untouched in delivering a better Lagos for all.	normal
errand boy like you!	offensive
"Make Ambode just clinch that labour gubernatorial ticket first....like traves Roper, ""the rest will be history"".  The memories of #EndSars still live on.  We have not forgotten."	normal
This yeye protest was sponsored by Labour Party	offensive
Chinedu you Dey mad you wan come spoil Lagos for us go to your biafra nation and rule you can’t rule us here in Lagos never it can never happen.	offensive
With today's session and his numerous engagements across Nigeria,  @officialABAT  continues to demonstrate his commitment and seriousness to drive the desired change expected in the national economy.	normal
In surulere 2 LP won despite their manipulations Surulere 2 LP-24,427 APC - 21,715 Now they have voided his result, saying that it is a mistake that he was on the ballot. INEC Ojo they called the HOR inconclusive despite a 9,600 vote margin. WE HAVE OUR PU RESULT, DONT WORRY!	normal
Hahaha. BOB, YOU'RE A FAILURE.	offensive
I do all I do because of LOVE!!  My consistency has been to building OUR LAGOS of our dreams for every Nigerian residing, visiting or indigenous Lagosian.  On this day of love, I pledge to my commitments to God and Lagosians.  Happy Valentine’s Day    Èkó E dìde!!   ~ GRV.	normal
Werey your playing. Friendly reminder : You will never be Lagos state governor. Not now, not never . I said so about Obi . You clowns	offensive
Tinubu Boi Boi	offensive
My dear Ojo people,  I thank you for the reception accorded to me and my Deputy Governor,  @drobafemihamzat  , at the Lagos West II Senatorial District APC Gubernatorial Mega Rally ongoing at Ashiribo, Lagos Badagry Expressway, Ijanikin.  #GreaterLagosRising	normal
419 man.	offensive
Awon Clown gbogbo.	offensive
Story for the gods… dem don they fry hot akara for dis one head! He just dey yarn pata ni.	offensive
A gubernatorial candidate with this lack of Depth on how INEC handles pre and post elections materials begged questions on your capacity as a potential governor!!  Moreover, would olumo be in charge on Oyo state where you have Auxiliary who is loyal to seyi Makinde  Do better	offensive
You never win elections, you don dey lie anyhow. Haba na.	offensive
Stupid fool abeg shut up tour dirty mouth .... market wae your papa creat	offensive
Empty people,  very sad to see	offensive
Drug addict can't rule in a civilized society.	offensive
Stop disturbing yourself ogbeni you can't win any polling unit.	offensive
As an Architect from  @MIT , I would deliver successful projects that would be used by citizens after commissioning with very high standards to solve traffic challenges   Our Lagos is POssible, a prosperous Lagos is POssible.  I, Gbadebo say so   Èkó E dìde!!  ~ GRV.	normal
You are going no where! We are here for you! My mission is for LP not to even smell that seat!	offensive
All this Lies won’t be necessary next month!! 2 weeks to election you are playing emotional Card… Awa Omo Eko gan gan Gbon Ju Gbogbo pattern Yi loooooooo	offensive
You will still loose reelection.	offensive
Baba shut d fk up and go back to d hole u came from.. Lagos na joke to u?	offensive
Are you running for councilor?	offensive
… the construction of a 750-seater lecture theater on campus, and  facilitated the procurement of two high-capacity buses for students to aid their mobility. We have also set in motion the process of providing free campus-wide high-speed internet for students and staff.  4/4	normal
You are sent from the East to destroy Lagos, we  never allow you rule us. Your joking werey omo Igbo	offensive
Olè, òle! Gbaajue, Omo ibo 419	offensive
Abeg tell Banky W, make he stand steady o. Tinubu is an undemocratic person o	offensive
It was a befitting way to end the day with a celebration of our excellent and hardworking teacher at the Teachers Merit Award ceremony.   Through education, we have developed a template towards rewarding selflessness, dedication and diligence amongst teachers in our state.	normal
Too much smoke dey affect your brain	offensive
She is not a failure like you	offensive
May Integrity kill Hamm. Mr Gov pls stop this integrity of a thing pls.  What nonsense.	offensive
And some fools will be saying Tinubu built Lagos	offensive
I have just exercised my right to vote as a resident of Lagos State. It's an important responsibility we all share in building the future of our beloved state and country. I urge all eligible voters to come out and make their voices heard.  Security officials are at every polling unit to ensure the safety of voters, let us coperate with them and vote peacefully.  Remember, our votes count, and every vote matters.	normal
I jst dey laugh 4 dis small boy calld GBADEBO. Bcoz OBI won LAGOS dat as given u d hope of winning LAGOS. Infact ur elder broda TOUT calld JANDOR is also hoping to Win Lagos. Anyways wt happened to ur parties LP & PDP is d same dat will happen on Saturday una vote would be shared	offensive
Ode people	offensive
We must restore trust and belief in the system so companies can come back, we must make Lagos state livable again, it’s currently ranking 2nd worst livable city in the world.  Èkó E dìde!!  ~ GRV.	normal
Small yansh Dey shake.	offensive
Why are you posting this when you know it’s useless to the society. Traffic is killing us in Lagos. Eko bridge and other areas wtf is wrong with you?	offensive
U re Rejected	offensive
There are dates that mark watershed moments in the history of our nation. June 12, 1993 for one generation of Nigerians and October 20th, 2020 for our generation.	normal
Were leleyi oh.. So no trenches in US, FRANCE, UK and other 1st world countries abi what is this one saying?	offensive
Back your bags … his birthday has nothing to do with your downfall	offensive
Yesterday, three members of my entourage, including a journalist were harmed as thugs attacked our convoy as we ended our tour of Badagry. We were attacked at Mowo junction on our way back from Ikoga by hoodlums who shot at my convoy.	normal
Oloriburuku Omo IPOB. Go back to your land.	offensive
Ole. He wan cash out	offensive
This arrogant  guy .he can't be a Governor in Lagos State .He own TV station .CORE TV .He always owe is workers .Too stingy and arrogant	offensive
doing boi boi for your oga	offensive
Evil man	offensive
Incompetent governor don't be decive lagosian will reject u at the polls in this coming election	offensive
Today, A noble man, led by God, will restore the glory of Lagos, He will bring the crown home and live up to his names.  Eko ATI Dide, #ourlagos is ready, To God be the glory for this historic victory.	normal
Small yansh dey shake   Talo mọn okolo e ni Oyo?	offensive
Commissioning uncompleted project. APC na scam	offensive
Oloshi.  Lagos made u who u are. Why not relocate to Anambra so that Anambra can happen to you.	offensive
You know nothing about governance. Joining endsars rally do not make you an expert in governance	offensive
Jide, posterity will never be kind to you. The oppression and hardship you have made lagosians go through today will never be forgotten and i hope you know that nothing lasts forever!	offensive
Bunch of stomach infrastructure	offensive
Thank you Lagosians!  I am deeply humbled and grateful for the overwhelming support and trust of the good people of Lagos State. I am honored to be re-elected as your Governor and pledge to continue to work tirelessly to deliver a better Lagos for all.   Thank you for believing in me.   I have personally penned my thoughts in a letter to you. I hope you read it and truly feel my passion for Lagos and for you: https://bit.ly/JideSanwoolu  These elections have deeply tested us as a people. This victory is not just mine, but it belongs to every Lagosian.   I have worked hard to live up to this responsibility of governing the most important subnational economy in Africa. We certainly could not have done this by ourselves. Thank you to the Almighty God and all of Lagos. Immense gratitude goes to our great party, APC, and our President-Elect, Asiwaju Bola Ahmed Tinubu.  Thank you to the President of Nigeria, Muhammadu Buhari, GCFR, for your commitment to leaving a legacy of fairness and electoral outcomes that reflect the will of the people.   Thank you to my wife, Ibijoke, my Deputy Governor, Dr. Kadri Obafemi Hamzat, and all fellow contestants for their contributions. Lagos has chosen competence and experience, on this march to true greatness.   During the course of the campaign, we sadly saw a lot of divisive rhetoric used. Elections should be about capacity, competence, and experience, not ethnicity or religion.  I salute those who refused to be divided by hateful and hurtful ethnic profiling. Recent skirmishes in some LGAs resulting in injuries are reprehensible and not reflective of who we are. Law enforcement and security agencies have been directed to ensure that those found culpable face the full wrath of the law.  Very importantly, and this cannot be overemphasized: What unites us as Lagosians is far more important and substantial than whatever differences exist among us.   As your Governor, I will do everything in my power to ensure that genuine healing takes place. We will continue to run an inclusive government, that delivers for all the people of Lagos, wherever in the State they may be living.   The true Lagos spirit is a welcoming, embracing, liberal one, not a divisive, exclusionary one. In the days and weeks and months ahead, we will continue to do everything to demonstrate and amplify this.  We must reaffirm the spirit of solidarity and togetherness that binds us as Lagosians.   Our work will continue, and there will be no break. The dividends of democracy must continue to be delivered.  Thank you once again dear Lagosians.   Igbega Ipinle Eko, Ajumose Ni O!	normal
Excellent.... This is what we need in the Nigerian society..	normal
Very intelligent woman! Diversity and equality is not working in Nigeria	normal
Failure	offensive
Lmao  This guy is a clown	offensive
Another promise kept. Well done Mr Gov-Lag.	normal
Oloriburuku ni e.. You cannot and will never rule Lagos.. You just de play.	offensive
I’m so irritated	offensive
Mumu	offensive
This fool again!	offensive
Dear Lagosians,  I hereby commend your patience and calmness, following the sad controversy generated by the Naira shortage crisis.    I would like to inform you that we have  joined the dispute at the Supreme Court, which adjourned the hearing of the matter till Feb  22.	normal
Mugu	offensive
Good moves, journey Mercy by the grace of God	normal
They will not vote you. You are a failure	offensive
I make bold to say this is one of the most important interventions in the agric sector that Nigeria has ever seen. The fact that this project is taking off in Lagos means that it is bound to have significant national and continental impact.  4/4.	normal
Sanwoolu nsanwo Eko etun n pariwo. What do you want? Wailers.	offensive
More importantly, they will offer our citizens and organisations a one-stop shop to complete a lot of statutory transactions which include licence renewal, tenement rate, land assessment and general land administration issues. 4/4  #ForAGreaterLagos	normal
Lagos has been promoted to second worst livable city in the world. With policies on drafts, commissioned projects that are not functional or complete, we can get to the topmost position of ‘WORST LIVABLE CITY IN THE WORLD’  Only Lagosians can stop this    Èkó E dìde!!  ~ GRV.	normal
We are focused on victory.  They are trying to make distractions to hide their failures. It will not work.   Vote LP  You can do it, We can do it.  Èkó E dìde!!	normal
This is super massive	normal
You're a failure	offensive
I hate you. Just because you’re making things hard for Sanwo Olu	offensive
I just concluded a meeting with the Arewa Community where I reiterated my commitment to building OUR LAGOS for everyone.  Lagos is a cosmopolitan city & thrives on being hospitable, we will bring back its lost glory.  Vote LP , You can do it, We can do it.  Èkó E dìde!!  ~ GRV	normal
Thank you...  Sir, look into the Darkness on our Major Roads in Lagos (will aid Security) esp stretch of Ikorodu Road, Ikd garage Eko Hotel Round about cum Sanusi etc This is my route ooo Let talk about our route toooo...  Ilu Eko O ni Baje Igbega Eko Ajumose wa ni	normal
You will not smell a councilor in Lagos	offensive
Puppet!	offensive
SAI Babajide Sanwo-Olu!!! I will personally come to Lagos to campaign for you	normal
Why wouldn't you said that. Is a failure like you. Birds of the same fender fly's together	offensive
Criminal camp.	offensive
Oga why you too dey lie?	offensive
Partners in crime	offensive
What happened to Nigerian made cars  Looking always for a way to steal	offensive
I am committed and motivated to building OUR LAGOS for every LAGOSIAN.  For us to achieve that, we need to vote LP top to bottom. Carry this message to all the corners of Lagos, tell your family, friends and neighbors.  Gbadebo is here for you. LP is here   Èkó E dìde!!  ~ GRV.	normal
It was a fitting and proud moment as HE President  @MBuhari  delivered his farewell speech at the 77th UNGA and declared Nigeria's position on many of the challenges grappling the world.   He restated his commitment to deliver credible, free and fair general elections in 2023.	normal
For the love of God and Love of Country.   Èkó E dìde!!  ~ GRV.	normal
Try dey sleep, election is 11th, not tomorrow. Fear fear	offensive
Your Lagos was never setting a peaceful environment for voters, intimidation everywhere. But you wave peacefully to vote your candidate.  None of you faced such issues of thuggery and intimidation, shows how evil our leaders are.	offensive
This is something that we don’t see everyday on the streets of Ojo, genuine excitement to meet with & hear from a political candidate. That is the kind of good will Funke Akindele has with Lagosians, a pact she intends to honour as Deputy Governor of Lagos state.	normal
In keeping with our tradition of rebuilding properties that had to give way for the Red Line rail, we delivered a block of 12 classrooms that we built as replacement for the former school building demolished to give way for the project's overpass bridge & the Mushin Station.  1/3	normal
Omo mummy ..mummy's boy ..guy go suck breast abeg	offensive
Dey play, just dey play!!!	offensive
Shame on you, wetin you come gain after commenting	offensive
This guy speaks sense and he con fine join. Tell me what you want in a governor again. We need change in Lagos away from the usual agbero and agbado touts	normal
U are so dumb.	offensive
Gerraout!!!	offensive
Thank you sir, i personally appreciate your good leadership. You have continued to improve on the development of Lagos and excelled within a short period of time. Your good works shall never go unnoticed by the youths and people of Nigeria.	normal
I didn't see Nigeria police stop apc supporters from rally for tinubu today. Bigot governor.	offensive
History will be very unkind to you.	offensive
you're an hypocrite Chinedu, bcoz you can't tell me you don't know that was a make up work with Naija home made ketchup.	offensive
